,Código Ponto,Data Coleta,Coliformes Termotolerantes,pH,"DBO (5, 20)",Nitrogênio Total,Fósforo Total,Temperatura da Água,Turbidez,Sólido Total,Oxigênio Dissolvido,q1,q2,q3,q4,q5,q6,q7,q8,q9,WQI
115,BILL02900,2012-09-20,3.75,8.9,3.0,1.5899999999999999,0.029,21.7,14.1,164.0,8.3,80.76995253112142,50.5009195700097,69.05834354704467,87.78463579,92.08376727067859,94,70.02807750000001,78.84612,98.4002672115563,79.55207612851123
116,RGDE02200,2012-09-20,113.75,7.5,3.0,2.0500000000000003,0.241,21.6,5.53,136.0,7.5,38.76698410945067,92.23125000000005,69.05834354704467,84.53909474999999,50.760449942102134,94,86.559328975,82.20235199999999,94.80130388178364,72.90908757382209
117,BILL02100,2012-09-20,50.0,7.9,5.0,2.54,0.079,21.2,15.3,144.0,5.2,47.21115919911277,89.33005000000014,53.96880022441068,81.22428443999999,80.01638447123916,94,68.15589750000001,81.093232,65.67654099219205,70.04848431142084
118,BITQ00100,2012-11-28,1.25,9.36,3.0,1.33,0.036,25.5,5.63,142.0,9.52,96.75351456423012,35.28000000000003,69.05834354704467,89.67633651,90.29059124750223,94,86.334457975,81.383568,84.0975674555657,77.72679018180037
119,RGDE02900,2012-11-28,62.5,7.47,3.0,1.01,0.007,24.1,1.43,100.0,6.33,44.82789261172776,92.32377450000024,69.05834354704467,92.06135859,97.95461603032871,94,96.429094975,85.47,87.59210400402088,80.1337175303285
120,BILL02900,2012-11-28,2.5,9.25,3.0,1.28,0.037,23.82,8.46,128.0,8.85,86.66900970948674,38.25,69.05834354704467,90.04486655999999,90.037289786005,94,80.2836279,83.17220800000001,92.43111125841115,78.14035743767717
121,BILL02100,2012-11-28,100.0,9.93,8.0,3.15,0.217,24.99,14.2,164.0,13.54,40.02972,19.889999999999986,39.0713132937054,77.30294275,54.3009536974448,94,69.86791000000001,78.84612,50.0,50.47798829133414
122,RGDE02200,2012-11-28,340.0,9.57,48.0,4.28,0.2,28.6,53.4,164.0,11.86,28.946786417094255,29.610000000000014,2.0,70.64027855999998,56.95723127306655,94,35.75821945338373,78.84612,50.0,35.36111676417677
123,BILL02500,2012-11-28,3.75,9.46,6.0,1.9,0.131,24.26,7.05,142.0,10.57,80.76995253112142,32.579999999999984,48.14661825589101,85.583199,69.1408322999555,94,83.22276937500001,81.383568,75.97608846786662,68.64369757136764
124,BITQ00100,2013-01-03,2.5,9.21,5.0,1.69,0.045,25.95,18.4,110.0,7.92,86.66900970948674,39.329999999999984,53.96880022441068,87.06807099,88.03629339120653,94,63.82264000000001,84.8452,96.77454442116563,75.3864224784502
125,RGDE02900,2013-01-03,132.5,7.57,3.0,1.5999999999999999,0.007,24.34,3.3,100.0,6.99,37.30071340636531,91.94749450000006,69.05834354704467,87.71270399999999,97.95461603032871,94,91.7700975,85.47,93.60950605014591,78.1107997142066
126,BILL02900,2013-01-03,6.25,8.41,3.0,1.44,0.027,24.93,12.6,100.0,5.57,73.33801941897349,81.44,69.05834354704467,88.87095423999999,92.6026136924777,94,72.52119,85.47,79.14857117902338,80.9077701057499
127,RGDE02200,2013-01-03,230.0,7.2,4.0,1.6199999999999999,0.035,24.46,5.97,100.0,6.78,32.26509738195843,92.37119999999999,61.04912732152012,87.56902396000001,90.54460532074674,94,85.575543975,85.47,91.8130512020707,74.26825140492046
128,BILL02500,2013-01-03,58.75,9.24,5.0,2.35,0.079,25.33,22.4,112.0,8.1,45.48195841088793,38.51999999999998,53.96880022441068,82.49218275000001,80.01638447123916,94,59.30344000000001,84.694128,96.17155126173431,66.7785586711313
129,BILL02030,2013-01-03,1050.0,7.87,11.0,3.6500000000000004,0.161,24.95,10.8,118.0,1.46,20.538881240452675,89.65525450000007,29.025276355720763,74.25850275,63.552422602618385,94,75.73716,84.188688,12.597426831091918,43.011718325295185
130,BILL02100,2013-01-03,395.0,7.36,9.0,3.32,0.124,25.08,18.6,118.0,3.05,27.729022771376666,92.51372800000001,35.355694315978425,76.25067216,70.51397296710302,94,63.56799,84.188688,30.588893708439226,53.50825075712362
131,BILL02030,2013-03-14,2500.0,7.14,8.0,2.85,0.17,25.1,18.1,142.0,1.32,15.24800511905088,92.18977800000016,39.0713132937054,79.20302275,61.965700353311554,94,64.2102775,81.383568,11.433229256316185,41.32109309995116
132,BILL02900,2013-03-14,7.5,7.3,3.0,2.69,0.03,25.37,4.79,118.0,4.9,70.68544767637805,92.51845000000014,69.05834354704467,80.23891299,91.82543522846287,94,88.246839775,84.188688,67.56199457210592,79.80714207905986
133,RGDE02200,2013-03-14,280.0,7.17,4.0,1.01,0.06,25.33,5.47,100.0,6.85,30.569113150832845,92.28921450000001,61.04912732152012,92.06135859,84.40350905802433,94,86.694613975,85.47,93.46861195607119,73.81297505299973
134,BILL02500,2013-03-14,20.0,8.37,8.0,2.7800000000000002,0.13,25.57,11.7,146.0,6.68,57.70790534526126,82.08000000000001,39.0713132937054,79.65429755999999,69.33534586108487,94,74.09859750000001,80.79419200000001,92.14601437713748,72.56797081467457
135,BITQ00100,2013-03-14,41.25,7.72,5.0,2.28,0.06,25.78,8.68,138.0,5.19,49.32015861133877,91.01951200000008,53.96880022441068,82.96487056,84.40350905802433,94,79.8385756,81.938128,74.05272786359868,73.65126861430808
136,RGDE02900,2013-03-14,62.5,7.01,3.0,0.71,0.03,24.74,1.6,100.0,6.52,44.82789261172776,91.55723050000017,69.05834354704467,94.35421419000001,91.82543522846287,94,95.99463999999999,85.47,89.72009488773756,80.03101134971493
137,BILL02100,2013-03-14,415.0,7.45,9.0,2.8899999999999997,0.15,25.31,13.3,172.0,4.71,27.334570340888934,92.37576250000006,35.355694315978425,78.94649739,65.54703094359962,94,71.3365975,77.73276,63.47486344017092,60.377723432237886
138,BITQ00100,2013-05-15,1.25,8.02,4.0,1.26,0.04,21.85,6.27,118.0,8.26,96.75351456423012,87.68,61.04912732152012,90.19270684,89.28164110839506,94,84.91316197500001,84.188688,98.46727770953004,88.03798542793521
139,RGDE02200,2013-05-15,41.25,7.42,6.0,1.77,3.06,22.86,13.4,100.0,8.93,49.32015861133877,92.43920200000002,48.14661825589101,86.49922411,5.354557158314712,94,71.17039,85.47,93.00822900233265,57.461509576519255
140,BILL02100,2013-05-15,67.5,7.47,8.0,1.85,0.16,21.67,9.12,148.0,6.0,44.021631304082796,92.32377450000024,39.0713132937054,85.93429275,63.731214318419624,94,78.95943360000001,80.486448,80.32812106949672,69.3131503968923
141,BILL02900,2013-05-15,3.75,8.38,4.0,1.22,0.04,21.82,6.14,114.0,8.9,80.76995253112142,81.91999999999999,61.04912732152012,90.48912156,89.28164110839506,94,85.1993599,84.53435200000001,94.52620544368715,84.4796868563746
142,RGDE02900,2013-05-15,6.25,6.45,3.0,1.28,0.08,21.54,1.7,100.0,6.58,73.33801941897349,78.5339882500001,69.05834354704467,90.04486655999999,79.79190629637895,94,95.7400975,85.47,87.02817352472138,82.5766498059591
143,BILL02500,2013-05-15,8.75,8.52,5.0,1.4300000000000002,0.08,22.05,7.13,118.0,9.13,68.4427302237525,78.19905361926894,53.96880022441068,88.94386491,79.79190629637895,94,83.051992975,84.188688,92.56389892532184,79.42938623469014
144,BILL02030,2013-05-15,335.0,7.23,6.0,2.1300000000000003,0.21,21.57,7.22,144.0,3.38,29.068770352378962,92.43573450000002,48.14661825589101,83.98786771,55.37937357332043,94,82.8604471,81.093232,32.211253839838406,56.27149559448741
145,RGDE02900,2013-07-25,27.5,7.2,3.0,1.28,0.02,17.7,2.1,100.0,7.69,53.9302593342417,92.37119999999999,69.05834354704467,90.04486655999999,94.44170660639645,94,94.7294775,85.47,91.43859093759258,82.39329536924086
146,BILL02100,2013-07-25,155.0,7.37,7.0,2.2199999999999998,0.16,17.81,4.04,124.0,4.49,35.82649725930325,92.50615449999998,43.283734664856375,83.37241756,63.731214318419624,94,89.99934040000001,83.604912,44.54678831975669,62.08266077614319
147,RGDE02200,2013-07-25,205.0,7.58,3.0,1.58,0.05,15.47,7.92,100.0,8.78,33.28160510945003,91.89920200000006,69.05834354704467,87.85662875999999,86.80831644495646,94,81.3915216,85.47,96.91791675905047,75.59205603278335
148,BITQ00100,2013-07-25,5.0,7.86,14.0,1.84,0.05,17.21,12.1,158.0,8.2,76.58450485474337,89.75977800000021,21.417505762758182,86.00469503999999,86.80831644495646,94,73.3899775,79.68114,94.8627878757335,74.4997227294544
149,BILL02900,2013-07-25,1.25,7.69,4.0,1.06,0.04,17.53,5.94,108.0,7.38,96.75351456423012,91.24001050000015,61.04912732152012,91.68456923999999,89.28164110839506,94,85.6421559,84.987568,88.80265008692464,87.18758960679673
150,BILL02500,2013-07-25,3.75,7.69,5.0,1.46,0.07,17.76,5.18,104.0,7.65,80.76995253112142,91.24001050000015,53.96880022441068,88.72531644,82.06532084774574,94,87.35232309999999,85.246192,91.17637477832046,83.36686076646986
151,BILL02030,2013-07-25,300.0,7.08,8.0,2.63,0.23,17.7,5.1,120.0,2.48,29.986747726280278,91.93855199999996,39.0713132937054,80.63140971,52.35357908966519,94,87.5348775,84.00280000000001,19.411680109178224,50.63974335158277
152,BILL02100,2013-09-25,230.0,7.48,5.0,1.92,0.14,19.66,6.93,130.0,5.08,32.26509738195843,92.29487200000005,53.96880022441068,85.44318976,67.41458344187637,94,83.479839975,82.9428,60.216986114196104,65.83889067060431
153,BILL02030,2013-09-25,103750.0,7.1,9.0,3.9000000000000004,0.41,19.93,10.6,174.0,0.35,3.0,92.03005000000013,35.355694315978425,72.79363899999998,35.60497750646136,94,76.10959,77.45442,4.563246206278684,25.97014022045132
154,BILL02900,2013-09-25,2.5,9.21,7.0,1.47,0.05,19.95,6.57,100.0,9.78,86.66900970948674,39.329999999999984,43.283734664856375,88.65258931,86.80831644495646,94,84.257574975,85.47,90.61812343369805,74.634109642663
155,RGDE02900,2013-09-25,13.75,7.8,3.0,1.28,0.04,19.46,1.0,102.0,8.55,62.32940584219643,90.34620000000007,69.05834354704467,90.04486655999999,89.28164110839506,94,97.53775,85.362448,99.01762252787267,84.83517106797294
156,BITQ00100,2013-09-25,1.25,7.78,7.0,1.6400000000000001,0.07,19.55,8.64,148.0,6.08,96.75351456423012,90.52616200000011,43.283734664856375,87.42558864,82.06532084774574,94,79.91922240000001,80.486448,77.80650998469889,80.4138058488236
157,BILL02500,2013-09-25,6.25,8.64,8.0,1.92,0.11,19.61,6.4,150.0,8.53,73.33801941897349,68.11337153998458,39.0713132937054,85.44318976,73.34260784157883,94,84.62823999999999,80.17,98.9991835538481,76.1673380702624
158,RGDE02200,2013-09-25,355.0,7.18,3.0,1.86,0.06,19.18,2.02,100.0,7.48,28.5930202445342,92.31848200000013,69.05834354704467,85.86395164000001,84.40350905802433,94,94.9306351,85.47,91.59240903988359,73.75286592134589
159,RGDE02200,2013-11-21,160.0,8.3,3.0,1.69,0.05,28.6,4.55,100.0,8.5,35.53215429438666,83.19999999999999,69.05834354704467,87.06807099,86.80831644495646,94,88.803019375,85.47,89.04144863634173,74.80565819784927
160,BITQ00100,2013-11-21,3.75,9.2,10.0,1.53,0.08,25.78,6.3,122.0,8.52,80.76995253112142,39.60000000000002,32.03195988088193,88.21751131,79.79190629637895,94,84.84729750000001,83.80820800000001,92.5386560232686,71.26270521996479
161,BILL02500,2013-11-21,2.5,9.45,6.0,1.6300000000000001,0.1,25.12,1.58,140.0,13.05,86.66900970948674,32.85000000000002,48.14661825589101,87.49727571,75.43227031038737,94,96.0456391,81.66520000000001,50.0,66.15679088514443
162,BILL02030,2013-11-21,4750.0,7.6,37.0,8.02,0.8,24.8,6.5,206.0,6.77,11.992510262487748,91.79679999999996,2.0,54.16023036,20.937609091584,94,84.4099375,73.00098,92.12003497202458,36.92923756217827
163,RGDE02900,2013-11-21,28.75,9.4,3.0,1.14,0.04,26.3,2.58,100.0,8.3,53.41392801394582,34.19999999999999,69.05834354704467,91.08488764,89.28164110839506,94,93.53267910000001,85.47,93.6451099001657,72.92244042355155
164,BILL02100,2013-11-21,725.0,8.77,49.0,8.549999999999999,0.95,24.71,3.82,194.0,10.49,23.109735592156245,58.649705010195525,2.0,52.51710475,16.920136683054004,94,90.5214631,74.67102,75.90163899556592,36.735197880889295
165,BILL02900,2013-11-21,1.25,9.46,5.0,1.19,0.03,25.92,2.34,100.0,9.99,96.75351456423012,32.579999999999984,53.96880022441068,90.71207499,91.82543522846287,94,94.1289039,85.47,78.74851825101635,75.30055138160542
166,BILL02500,2014-01-09,2.5,9.71,7.0,1.62,0.15,27.93,38.9,146.0,12.09,86.66900970948674,25.829999999999984,43.283734664856375,87.56902396000001,65.54703094359962,94,45.23029734317272,80.79419200000001,50.0,58.99562178366335
167,RGDE02900,2014-01-09,13.75,8.79,3.0,0.8,0.05,26.8,2.48,100.0,7.9,62.32940584219643,57.31535397026129,69.05834354704467,93.66057599999999,86.80831644495646,94,93.7805776,85.47,96.07728208683909,79.76315637154053
168,BILL02100,2014-01-09,36.25,10.23,20.0,3.83,0.55,29.12,159.0,202.0,17.83,50.76499690676624,14.443049999999914,11.05032272730708,73.19994650999999,29.638116359693996,94,5.0,73.55766,50.0,33.44666926116764
169,BILL02030,2014-01-09,345.0,9.93,17.0,3.2600000000000002,0.44,28.35,93.4,162.0,14.61,28.826875503212644,19.889999999999986,15.289817461847367,76.62004284,34.26020864620416,94,18.700311051525684,79.12446,50.0,37.57592951854388
170,RGDE02200,2014-01-09,100.0,8.66,4.0,1.06,0.06,29.8,5.58,100.0,9.29,40.02972,66.56371075086359,61.04912732152012,91.68456923999999,84.40350905802433,94,86.4467991,85.47,79.1444374360803,71.79740859999336
171,BITQ00100,2014-01-09,1.25,9.71,6.0,0.8400000000000001,0.05,28.52,15.9,112.0,11.09,96.75351456423012,25.829999999999984,48.14661825589101,93.35388304,86.80831644495646,94,67.2605775,84.694128,50.0,65.01561718709665
172,BILL02900,2014-01-09,3.75,9.18,3.0,0.8,0.04,27.64,13.2,100.0,9.19,80.76995253112142,40.140000000000015,69.05834354704467,93.66057599999999,89.28164110839506,94,71.50356000000001,85.47,83.86984479837325,76.1881381240201
173,BILL02030,2014-03-26,2000.0,7.42,9.0,2.97,0.22,24.47,14.5,132.0,3.73,16.511123894293725,92.43920200000002,35.355694315978425,78.43638331,53.84522647651271,94,69.39193750000001,82.704688,40.17448760048284,50.894766633508304
174,BILL02900,2014-03-26,5.0,7.68,3.0,1.05,0.05,24.12,8.78,120.0,6.39,76.58450485474337,91.30963199999997,69.05834354704467,91.75980475,86.80831644495646,94,79.6374871,84.00280000000001,88.08794670942302,84.31553838848819
175,BILL02500,2014-03-26,28.75,7.93,5.0,1.3,0.09,24.47,30.1,136.0,6.62,53.41392801394582,88.98739450000005,53.96880022441068,89.897271,77.58147101163756,94,52.16334042685117,82.20235199999999,90.33443631097956,74.3053610338849
176,BILL02100,2014-03-26,61.25,7.61,9.0,2.64,0.21,24.49,12.3,146.0,5.04,45.040876364041075,91.7426905000001,35.355694315978425,80.56584064,55.37937357332043,94,73.0401975,80.79419200000001,68.81469823059291,65.2738748094474
177,BITQ00100,2014-03-26,66.25,9.02,15.0,0.8,0.14,24.18,50.0,144.0,8.53,44.21671325028175,44.46000000000001,19.241035940969354,93.66057599999999,67.41458344187637,94,37.78380446452047,81.093232,94.3669864722401,58.208129053548625
178,RGDE02200,2014-03-26,17.5,6.94,3.0,1.2,0.06,24.6,4.37,100.0,6.53,59.33298193148171,90.5024278799998,69.05834354704467,90.63769599999999,84.40350905802433,94,89.223007975,85.47,89.6492178738376,81.82973448183648
179,RGDE02900,2014-03-26,50.0,6.88,3.0,1.09,0.04,24.4,2.85,100.0,4.52,47.21115919911277,89.37015552000003,69.05834354704467,91.45922979,89.28164110839506,94,92.867124375,85.47,57.63996597664287,73.95716594782014
180,BILL02900,2014-05-15,1.25,7.48,4.0,1.17,0.03,20.72,10.3,130.0,7.13,96.75351456423012,92.29487200000005,61.04912732152012,90.86101651000001,91.82543522846287,94,76.6738975,82.9428,90.49129216214467,86.81272005686432
181,BILL02100,2014-05-15,41.25,9.17,29.0,4.19,0.42,23.29,22.0,182.0,12.7,49.32015861133877,40.41,5.259532829686026,71.14230098999998,35.15271177986784,94,59.70100000000001,76.34106,50.0,43.39828747411397
182,RGDE02900,2014-05-15,30.0,7.24,3.0,1.54,0.01,21.2,1.61,104.0,6.57,52.92209467045358,92.45336800000001,69.05834354704467,88.14521244000001,97.1325202492914,94,95.969151775,85.246192,86.52968872012227,81.5247784896883
183,BITQ00100,2014-05-15,1.25,9.08,18.0,2.6000000000000005,0.1,21.86,24.6,200.0,12.25,96.75351456423012,42.84,13.639628641649324,80.828484,75.43227031038737,94,57.33279,73.83600000000001,50.0,57.80105280737654
184,BILL02030,2014-05-15,700.0,9.21,38.0,6.609999999999999,0.59,22.89,94.0,214.0,14.23,23.362993948354003,39.329999999999984,2.0,59.36832339,28.077638723469363,94,18.519357890795604,71.88762,50.0,30.55067236437918
185,BILL02500,2014-05-15,1.25,8.2,6.0,1.53,0.05,28.57,10.7,160.0,8.62,96.75351456423012,84.80000000000001,48.14661825589101,88.21751131,86.80831644495646,94,75.9229975,79.4028,87.9707995142499,82.45040194520743
186,RGDE02200,2014-05-15,7.5,7.45,3.0,1.55,0.03,21.8,3.53,100.0,8.19,70.68544767637805,92.37576250000006,69.05834354704467,88.07297475,91.82543522846287,94,91.215298975,85.47,98.89175496238425,86.25994142598246
187,BILL02500,2014-07-31,312500.0,7.99,4.0,1.49,0.04,17.96,8.44,118.0,8.96,3.0,88.24973050000006,61.04912732152012,88.50731859000001,89.28164110839506,94,80.3242684,84.188688,98.29647767745453,51.98142190121784
188,BILL02900,2014-07-31,33.75,7.84,3.0,1.24,0.03,17.69,8.67,134.0,8.78,51.57380380818426,89.96300800000006,69.05834354704467,90.34079184000001,91.82543522846287,94,79.858725975,82.457872,99.44684391203,81.19811951713955
189,RGDE02900,2014-07-31,1.25,6.9,3.0,1.76,0.02,18.3,1.95,100.0,7.27,96.75351456423012,89.75791299999992,69.05834354704467,86.57011584,94.44170660639645,94,95.107044375,85.47,88.86888699700071,88.87833142067392
190,BILL02100,2014-07-31,5000.0,7.67,3.0,2.74,0.12,19.15,12.4,162.0,7.66,11.756540650080296,91.37731450000001,69.05834354704467,79.91351484,71.31083424732728,94,72.86644000000001,79.12446,93.04379794126514,61.404251705603954
191,BILL02030,2014-07-31,2500000.0,8.58,7.0,3.87,0.25,19.84,33.9,172.0,10.25,3.0,72.98219778305152,43.283734664856375,72.96740371,49.49310666847779,94,49.04788949661093,77.73276,87.0346562896979,42.472954241722135
192,RGDE02200,2014-07-31,22.5,6.98,3.0,2.0,0.04,18.6,5.35,100.0,9.12,56.29462654437464,91.20560932000001,69.05834354704467,84.88560000000001,89.28164110839506,94,86.96599937500001,85.47,96.754943889233,82.07750397927151
193,BITQ00100,2014-07-31,160.0,7.6,8.0,2.0300000000000002,0.12,18.14,15.9,100.0,6.87,35.53215429438666,91.79679999999996,39.0713132937054,84.67751331,71.31083424732728,94,67.2605775,85.47,85.42825183494864,67.89873536340176
194,RGDE02900,2014-09-25,145.0,7.32,3.0,1.7000000000000002,0.03,21.3,2.3,100.0,8.45,36.44926155625893,92.524632,69.05834354704467,86.996751,91.82543522846287,94,94.2286975,85.47,97.8920359995097,78.0893846985617
195,RGDE02200,2014-09-25,240.0,7.43,4.0,4.81,0.08,22.4,9.0,106.0,8.35,31.89369577021627,92.41999450000026,61.04912732152012,67.78444299,79.79190629637895,94,79.19775,85.121232,97.44079379761054,71.61817601312914
196,BILL02900,2014-09-25,1.25,8.07,3.0,1.3900000000000001,0.04,20.07,11.0,122.0,9.17,96.75351456423012,86.88,69.05834354704467,89.23611939,89.28164110839506,94,75.36775000000002,83.80820800000001,94.79120533087536,87.49302076958965
197,BILL02030,2014-09-25,1375.0,7.5,8.0,4.779999999999999,0.37,21.55,39.0,154.0,9.85,18.784515051980364,92.23125000000005,39.0713132937054,67.94150556000001,37.45413481124664,94,45.157056486394254,80.23782,87.55179765479733,54.80635135061625
198,BILL02100,2014-09-25,117.5,8.88,14.0,3.8000000000000003,0.71,21.11,227.0,208.0,11.0,38.452633703070546,51.676624680037406,21.417505762758182,73.374996,23.781112039542965,94,5.0,72.72264000000001,78.073796965175,42.11909027573562
199,BILL02500,2014-09-25,2.5,8.56,4.0,2.87,0.12,20.24,18.0,106.0,10.03,86.66900970948674,74.68128650470605,61.04912732152012,79.07463770999999,71.31083424732728,94,64.341,85.121232,88.18764782827621,78.75286638234914
200,BITQ00100,2014-09-25,3.75,9.03,4.0,1.2,0.09,20.44,17.0,116.0,11.38,80.76995253112142,44.190000000000026,61.04912732152012,90.63769599999999,77.58147101163756,94,65.68975,84.365872,75.8674888183092,72.98210673042588
201,BILL02100,2014-11-13,290.0,7.74,8.0,4.43,0.33,24.39,42.1,204.0,7.33,30.272099609340675,90.86281800000006,39.0713132937054,69.81458691,39.36744315348984,94,42.944473079911376,73.27932000000001,96.73944053169355,59.5598169189549
202,RGDE02200,2014-11-13,220.0,9.18,7.0,2.05,0.11,25.6,16.2,138.0,10.29,32.65564272371911,40.140000000000015,43.283734664856375,84.53909475,73.34260784157883,94,66.82311,81.938128,76.2115468633229,60.07948778909978
203,BILL02030,2014-11-13,1825.0,7.38,8.0,5.25,0.37,24.47,22.0,148.0,5.4,17.049053336392234,92.49664200000018,39.0713132937054,65.54411875,37.45413481124664,94,59.70100000000001,80.486448,75.57362216996444,53.709533752972455
204,BITQ00100,2014-11-13,1.25,7.72,4.0,1.5,0.1,24.81,11.7,144.0,7.77,96.75351456423012,91.01951200000008,61.04912732152012,88.434775,75.43227031038737,94,74.09859750000001,81.093232,98.71888086967695,85.62419773723445
205,BILL02500,2014-11-13,5.0,7.54,4.0,2.1300000000000003,0.12,24.16,7.27,128.0,5.28,76.58450485474337,92.08073800000011,61.04912732152012,83.98786771,71.31083424732728,94,82.754296975,83.17220800000001,72.83101254295623,78.62390532359075
206,BILL02900,2014-11-13,1.25,9.16,4.0,1.57,0.04,24.3,17.8,118.0,9.59,96.75351456423012,40.68000000000001,61.04912732152012,87.92868290999999,89.28164110839506,94,64.60471,84.188688,85.45114482630946,76.48551667093652
207,RGDE02900,2014-11-13,16.25,7.3,3.0,1.38,0.1,24.6,4.16,100.0,7.6,60.245345562976965,92.51845000000014,69.05834354704467,89.30933596,75.43227031038737,94,89.7160864,85.47,99.43927112991268,82.67520914115023
208,RGDE02200,2015-01-14,37.5,7.35,4.0,1.94,0.07,29.5,11.8,100.0,6.67,50.38371317298132,92.51936250000017,61.04912732152012,85.30342524,82.06532084774574,94,73.92031,85.47,96.5263654952097,78.18452425233431
209,RGDE02900,2015-01-14,120.0,7.33,3.0,0.8699999999999999,0.03,27.8,3.74,100.0,6.5,38.2493582514051,92.52481449999993,69.05834354704467,93.12450571000001,91.82543522846287,94,90.7122319,85.47,92.94925967522167,78.26036730147918
210,BILL02030,2015-01-14,5125.0,8.06,25.0,3.9200000000000004,1.2,27.78,16.0,232.0,4.56,11.644221418222315,87.03999999999999,7.07522139191377,72.67810176,12.229069256063998,94,67.114,69.38256000000001,64.69949877654264,37.25182483552627
211,BITQ00100,2015-01-14,1.25,10.4,4.0,1.57,0.1,28.83,33.2,138.0,12.77,96.75351456423012,12.11999999999989,61.04912732152012,87.92868290999999,75.43227031038737,94,49.607466540564026,81.938128,50.0,58.00526036172874
212,BILL02500,2015-01-14,1.25,9.96,33.0,0.8500000000000001,0.16,28.96,59.8,170.0,13.73,96.75351456423012,19.079999999999984,2.0,93.27736275,63.731214318419624,94,32.23528814128304,78.0111,50.0,41.42018024491762
213,BILL02900,2015-01-14,1.25,9.62,7.0,1.73,0.06,28.91,15.2,112.0,10.16,96.75351456423012,28.260000000000048,43.283734664856375,86.78315811,84.40350905802433,94,68.30776,84.694128,50.0,64.45050030334662
214,BILL02100,2015-01-14,70.0,9.29,19.0,1.8900000000000001,1.0,27.64,11.9,268.0,8.25,43.643439903376745,37.170000000000016,12.242925405090716,85.65329539,15.781451205600003,94,73.7427775,64.37244000000001,92.4799717098003,48.07762707027516
215,RGDE02900,2015-03-12,92.5,7.27,3.0,0.9299999999999999,0.02,25.6,1.49,100.0,6.5,40.804817719610156,92.49463450000019,69.05834354704467,92.66740290999999,94.44170660639645,94,96.27550877499999,85.47,90.49430282931316,79.22024053735652
216,BILL02030,2015-03-12,9625.0,7.08,6.0,3.1500000000000004,0.29,25.75,5.9,174.0,2.64,9.05832111416425,91.93855199999996,48.14661825589101,77.30294275,44.232490359504986,94,85.7310775,77.45442,25.58579322854099,43.9819572067943
217,BILL02100,2015-03-12,1450.0,7.28,6.0,2.99,0.3,25.73,4.77,142.0,4.09,18.45065910086396,92.50451199999998,48.14661825589101,78.30946659,43.007139795007056,94,88.293021975,81.383568,50.152866289166155,55.17133680542517
218,BILL02900,2015-03-12,1.25,8.18,4.0,1.82,0.05,25.7,4.88,114.0,6.9,96.75351456423012,85.12,61.04912732152012,86.14568315999999,86.80831644495646,94,88.0393936,84.53435200000001,94.33386210269678,86.72500611760573
219,RGDE02200,2015-03-12,725.0,7.31,6.0,1.21,0.08,26.4,4.66,100.0,7.79,23.109735592156245,92.52251050000018,48.14661825589101,90.56337819,79.79190629637895,94,88.5475639,85.47,97.21560338564073,69.21716171112395
220,BITQ00100,2015-03-12,1.25,8.42,6.0,1.5899999999999999,0.06,26.17,6.48,130.0,8.55,96.75351456423012,81.28,48.14661825589101,87.78463579,84.40350905802433,94,84.4535376,82.9428,91.80789699579006,83.35212018416749
221,BILL02500,2015-03-12,2.5,7.68,5.0,1.9300000000000002,0.13,26.7,6.43,138.0,6.02,86.66900970948674,91.30963199999997,53.96880022441068,85.37327691,69.33534586108487,94,84.562669975,81.938128,87.41166693208885,81.47348022581164
222,RGDE02200,2015-04-09,57.5,7.5,3.0,2.7900000000000005,0.07,23.34,5.21,100.0,8.05,45.710513984393074,92.23125000000005,69.05834354704467,79.58964619,82.06532084774574,94,87.283989775,85.47,98.34892357534537,78.72533367601565
223,RGDE02030,2015-04-09,1475.0,6.38,3.0,1.09,0.09,21.49,8.11,100.0,3.23,18.344017603646314,76.31787651999991,69.05834354704467,91.45922979,77.58147101163756,94,80.999196775,85.47,30.172717824328622,55.021228726842445
224,RGDE02900,2015-04-09,37.5,7.19,3.0,1.62,0.03,23.9,4.35,128.0,4.89,50.38371317298132,92.34581049999997,69.05834354704467,87.56902396000001,91.82543522846287,94,89.269824375,83.17220800000001,64.67545882839494,75.93459690941032
225,BIRP00500,2015-04-23,13.75,7.57,3.0,0.81,0.02,23.03,4.79,100.0,8.08,62.32940584219643,91.94749450000006,69.05834354704467,93.58381099,94.44170660639645,94,88.246839775,85.47,98.45190635376278,85.06457249313281
226,BILL02500,2015-04-23,1.25,7.75,3.0,1.3699999999999999,0.04,23.49,5.11,110.0,7.29,96.75351456423012,90.78156250000006,69.05834354704467,89.38261371,89.28164110839506,94,87.51203177500001,84.8452,95.2838859758993,89.19377912346053
227,BILL02100,2015-04-23,335.0,7.12,5.0,2.5700000000000003,0.19,23.61,6.17,184.0,2.57,29.068770352378962,92.11379199999999,53.96880022441068,81.02610890999999,58.5800449692425,94,85.133200975,76.06272,23.46220806012948,53.8594437333713
228,BITQ00100,2015-04-23,6.25,7.63,3.0,1.4000000000000001,0.05,23.6,3.92,114.0,7.31,73.33801941897349,91.62865450000004,69.05834354704467,89.162964,86.80831644495646,94,90.2836816,84.53435200000001,95.60434019351078,85.6337002443944
229,BILL02900,2015-04-23,6.25,7.67,3.0,0.97,0.03,23.45,3.35,104.0,8.03,73.33801941897349,91.37731450000001,69.05834354704467,92.36389131,91.82543522846287,94,91.649149375,85.246192,98.39078050060033,86.97760187987524
